ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,nth_dose,location,section
Roessler21,mRNA-1273_2dose,~,2021-06-01,mRNA-1273,1,Austria,NULL
Roessler21,mRNA-1273_2dose,~,2021-07-01,mRNA-1273,2,Austria,NULL
Roessler21,AZD1222_2dose,~,2021-10-01,AZD1222,1,Austria,NULL
Roessler21,AZD1222_2dose,~,2021-11-01,AZD1222,2,Austria,NULL
Roessler21,AZD1222_BNT162b2,~,2021-10-01,AZD1222,1,Austria,NULL
Roessler21,AZD1222_BNT162b2,~,2021-11-01,BNT162b2,2,Austria,NULL
Roessler21,BNT162b2_2dose,~,2021-10-01,BNT162b2,1,Austria,NULL
Roessler21,BNT162b2_2dose,~,2021-11-01,BNT162b2,2,Austria,NULL
