ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Cao22b,CoronaVac_3dose,~,2021-01-16,CoronaVac,1,China,NULL
Cao22b,CoronaVac_3dose,~,2021-02-13,CoronaVac,2,China,NULL
Cao22b,CoronaVac_3dose,~,2021-08-13,CoronaVac,3,China,NULL
Cao22b,CoronaVac_2dose_ZF2001_1dose,~,2021-01-12,CoronaVac,1,China,NULL
Cao22b,CoronaVac_2dose_ZF2001_1dose,~,2021-02-20,CoronaVac,2,China,NULL
Cao22b,CoronaVac_2dose_ZF2001_1dose,~,2021-08-12,ZF2001,3,China,NULL
Cao22b,CoronaVac_3dose_BA1_CP,~,2021-03-30,CoronaVac,1,China,NULL
Cao22b,CoronaVac_3dose_BA1_CP,~,2021-04-26,CoronaVac,2,China,NULL
Cao22b,CoronaVac_3dose_BA1_CP,~,2021-11-15,CoronaVac,3,China,NULL
Cao22b,SARS_CoV_1_CP_CoronaVac_2dose_ZF2001_1dose,~,2021-04-04,CoronaVac,1,China,NULL
Cao22b,SARS_CoV_1_CP_CoronaVac_2dose_ZF2001_1dose,~,2021-04-29,CoronaVac,2,China,NULL
Cao22b,SARS_CoV_1_CP_CoronaVac_2dose_ZF2001_1dose,~,2021-10-06,ZF2001,3,China,NULL
