ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Jiang22,CoronaVac_2dose_Convidecia_1dose_IM,~,2021-01-01,CoronaVac,1,China,NULL
Jiang22,CoronaVac_2dose_Convidecia_1dose_IM,~,2021-01-29,CoronaVac,2,China,NULL
Jiang22,CoronaVac_2dose_Convidecia_1dose_IM,~,2021-05-26,Convidecia,3,China,NULL
Jiang22,CoronaVac_2dose_Convidecia_1dose_OI,~,2021-01-01,CoronaVac,1,China,NULL
Jiang22,CoronaVac_2dose_Convidecia_1dose_OI,~,2021-01-29,CoronaVac,2,China,NULL
Jiang22,CoronaVac_2dose_Convidecia_1dose_OI,~,2021-06-29,Convidecia,3,China,NULL
Jiang22,Convidecia_1dose_Zifivax_2dose,~,2021-01-01,Convidecia,1,China,NULL
Jiang22,Convidecia_1dose_Zifivax_2dose,~,2021-02-26,ZF2001,2,China,NULL
Jiang22,Convidecia_1dose_Zifivax_2dose,~,2021-07-01,ZF2001,3,China,NULL
Jiang22,CoronaVac_3dose,~,2021-01-01,CoronaVac,1,China,NULL
Jiang22,CoronaVac_3dose,~,2021-01-29,CoronaVac,2,China,NULL
Jiang22,CoronaVac_3dose,~,2021-06-01,CoronaVac,3,China,NULL
