ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Zuo23,inactivated_3dose,~,2021-01-01,Inactivated,1,Sweden,NULL
Zuo23,inactivated_3dose,~,2021-02-01,Inactivated,2,Sweden,NULL
Zuo23,inactivated_3dose,~,2021-06-01,Inactivated,3,Sweden,NULL
Zuo23,mRNA_3dose,~,2021-01-01,mRNA-monovalent,1,Sweden,NULL
Zuo23,mRNA_3dose,~,2021-02-01,mRNA-monovalent,2,Sweden,NULL
Zuo23,mRNA_3dose,~,2021-06-01,mRNA-monovalent,3,Sweden,NULL
Zuo23,inactivated_2dose_mRNA_1dose,~,2021-01-01,Inactivated,1,Sweden,NULL
Zuo23,inactivated_2dose_mRNA_1dose,~,2021-02-01,Inactivated,2,Sweden,NULL
Zuo23,inactivated_2dose_mRNA_1dose,~,2021-06-01,Inactivated,3,Sweden,NULL
Zuo23,inactivated_3dose_mRNA_1dose,~,2021-01-01,Inactivated,1,Sweden,NULL
Zuo23,inactivated_3dose_mRNA_1dose,~,2021-02-01,Inactivated,2,Sweden,NULL
Zuo23,inactivated_3dose_mRNA_1dose,~,2021-06-01,Inactivated,3,Sweden,NULL
Zuo23,inactivated_3dose_mRNA_1dose,~,2022-01-01,mRNA-monovalent,4,Sweden,NULL
Zuo23,mRNA_2dose_infected,~,2021-01-01,mRNA-monovalent,1,Sweden,NULL
Zuo23,mRNA_2dose_infected,~,2021-02-01,mRNA-monovalent,2,Sweden,NULL
Zuo23,inactivated_or_mRNA_3dose_BA1_inf,~,2021-01-01,Unknown vaccine,1,Sweden,NULL
Zuo23,inactivated_or_mRNA_3dose_BA1_inf,~,2021-02-01,Unknown vaccine,2,Sweden,NULL
Zuo23,inactivated_or_mRNA_3dose_BA1_inf,~,2021-06-01,Unknown vaccine,3,Sweden,NULL
