ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Uraki23,BNT162b2_3dose_mRNA1273_1dose,~,2021-01-01,BNT16b2,1,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose,~,2021-02-01,BNT16b2,2,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose,~,2022-02-01,BNT16b2,3,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose,~,2022-03-01,mRNA-1273,4,Japan,NULL
Uraki23,BNT162b2_4dose,~,2021-01-01,BNT1b2,1,Japan,NULL
Uraki23,BNT162b2_4dose,~,2021-02-01,BNT1b2,2,Japan,NULL
Uraki23,BNT162b2_4dose,~,2022-02-01,BNT1b2,3,Japan,NULL
Uraki23,BNT162b2_4dose,~,2022-03-01,BNT1b2,4,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose_Moderna_bivalent_1dose,~,2021-01-01,BNT162b2,1,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose_Moderna_bivalent_1dose,~,2021-02-01,BNT162b2,2,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose_Moderna_bivalent_1dose,~,2022-02-01,BNT162b2,3,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose_Moderna_bivalent_1dose,~,2022-03-01,mRNA-1273 bivalent,4,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose_BNT_bivalent_1dose,~,2021-01-01,BNT162b2,1,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose_BNT_bivalent_1dose,~,2021-02-01,BNT162b2,2,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose_BNT_bivalent_1dose,~,2022-02-01,BNT162b2,3,Japan,NULL
Uraki23,BNT162b2_3dose_mRNA1273_1dose_BNT_bivalent_1dose,~,2022-03-01,BNT162b2 bivalent,4,Japan,NULL
Uraki23,BNT162b2_4dose_BNT_bivalent_1dose,~,2021-01-01,BNT16b2,1,Japan,NULL
Uraki23,BNT162b2_4dose_BNT_bivalent_1dose,~,2021-02-01,BNT16b2,2,Japan,NULL
Uraki23,BNT162b2_4dose_BNT_bivalent_1dose,~,2022-02-01,BNT16b2,3,Japan,NULL
Uraki23,BNT162b2_4dose_BNT_bivalent_1dose,~,2022-03-01,BNT162b2 bivalent,4,Japan,NULL
Uraki23,mRNA1273_2dose_BNT162b2_1dose,~,2021-01-01,mRNA-1273,1,Japan,NULL
Uraki23,mRNA1273_2dose_BNT162b2_1dose,~,2021-02-01,mRNA-1273,2,Japan,NULL
Uraki23,mRNA1273_2dose_BNT162b2_1dose,~,2022-02-01,BNT162b2,3,Japan,NULL
Uraki23,BNT162b2_3dose,~,2021-01-01,BNT1b2,1,Japan,NULL
Uraki23,BNT162b2_3dose,~,2021-02-01,BNT1b2,2,Japan,NULL
Uraki23,BNT162b2_3dose,~,2022-02-01,BNT1b2,3,Japan,NULL
