ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Jian22,CoronaVac_3dose,~,2021-01-08,CoronaVac,1,China,NULL
Jian22,CoronaVac_3dose,~,2021-02-07,CoronaVac,2,China,NULL
Jian22,CoronaVac_3dose,~,2021-08-13,CoronaVac,3,China,NULL
Jian22,CoronaVac_3dose_BA1_CP,~,2021-04-01,CoronaVac,1,China,NULL
Jian22,CoronaVac_3dose_BA1_CP,~,2021-05-10,CoronaVac,2,China,NULL
Jian22,CoronaVac_3dose_BA1_CP,~,2021-11-15,CoronaVac,3,China,NULL
Jian22,CoronaVac_3dose_BA2_CP,~,2021-04-05,CoronaVac,1,China,NULL
Jian22,CoronaVac_3dose_BA2_CP,~,2021-05-04,CoronaVac,2,China,NULL
Jian22,CoronaVac_3dose_BA2_CP,~,2021-11-25,CoronaVac,3,China,NULL
Jian22,CoronaVac_3dose_BA5_CP,~,2021-05-20,CoronaVac,1,China,NULL
Jian22,CoronaVac_3dose_BA5_CP,~,2021-06-20,CoronaVac,2,China,NULL
Jian22,CoronaVac_3dose_BA5_CP,~,2021-12-23,CoronaVac,3,China,NULL
