ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,nth_dose,location,section
Garcia-Beltran21,BNT162b2,~,2021-03-01,BNT162b2,2,USA,NULL
Garcia-Beltran21,mRNA-1273,~,2021-03-01,mRNA-1273,2,USA,NULL
