ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,nth_dose,location,section
Wang21g,BBIBP-CorV,~,2021-01-05,BBIBP-CorV,1,China,NULL
Wang21g,BBIBP-CorV,~,2021-01-26,BBIBP-CorV,2,China,NULL
Wang21g,CoronaVac,~,2021-01-31,CoronaVac,1,China,NULL
Wang21g,CoronaVac,~,2021-02-21,CoronaVac,2,China,NULL
