ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Meng22,AZD1222_BNT,~,2021-01-01,AZD1222,1,UK,NULL
Meng22,AZD1222_BNT,~,2021-01-01,AZD1222,2,UK,NULL
Meng22,AZD1222_BNT,~,2021-08-01,BNT162b2,3,UK,NULL
Meng22,BNT,~,2021-01-01,BNT162b2,1,UK,NULL
Meng22,BNT,~,2021-01-01,BNT162b2,2,UK,NULL
Meng22,BNT,~,2021-08-01,BNT162b2,3,UK,NULL
Meng22,AZD1222,~,2021-01-01,AZD1222,1,UK,NULL
Meng22,AZD1222,~,2021-01-01,AZD1222,2,UK,NULL
Meng22,mRNA-1273,~,2021-01-01,mRNA-1273,1,UK,NULL
Meng22,mRNA-1273,~,2021-01-01,mRNA-1273,2,UK,NULL
Meng22,CoronaVac,~,2021-01-01,CoronaVac,1,UK,NULL
Meng22,CoronaVac,~,2021-01-01,CoronaVac,2,UK,NULL
