ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Wang23,CoronaVac_3dose,~,2021-01-01,CoronaVac,1,China,NULL
Wang23,CoronaVac_3dose,~,2021-02-01,CoronaVac,2,China,NULL
Wang23,CoronaVac_3dose,~,2021-08-01,CoronaVac,3,China,NULL
Wang23,CoronaVac_2dose_ZF2001_1dose,~,2021-01-01,CoronaVac,1,China,NULL
Wang23,CoronaVac_2dose_ZF2001_1dose,~,2021-02-01,CoronaVac,2,China,NULL
Wang23,CoronaVac_2dose_ZF2001_1dose,~,2021-08-01,ZF2001,3,China,NULL
Wang23,inactivated_2dose_delta_bti,~,2021-01-01,Inactivated,1,China,NULL
Wang23,inactivated_2dose_delta_bti,~,2021-02-01,Inactivated,2,China,NULL
Wang23,inactivated_2dose_BA2_bti,~,2021-01-01,Inactivated,1,China,NULL
Wang23,inactivated_2dose_BA2_bti,~,2021-02-01,Inactivated,2,China,NULL
Wang23,inactivated_3dose_BA2_bti,~,2021-01-01,Inactivated,1,China,NULL
Wang23,inactivated_3dose_BA2_bti,~,2021-02-01,Inactivated,2,China,NULL
Wang23,inactivated_3dose_BA2_bti,~,2021-08-01,Inactivated,3,China,NULL
Wang23,inactivated_2dose_BA5_bti,~,2021-01-01,Inactivated,1,China,NULL
Wang23,inactivated_2dose_BA5_bti,~,2021-02-01,Inactivated,2,China,NULL
Wang23,inactivated_3dose_BA5_bti,~,2021-01-01,Inactivated,1,China,NULL
Wang23,inactivated_3dose_BA5_bti,~,2021-02-01,Inactivated,2,China,NULL
Wang23,inactivated_3dose_BA5_bti,~,2021-08-01,Inactivated,3,China,NULL
Wang23,inactivated_3dose_BF7_bti,~,2021-01-01,Inactivated,1,China,NULL
Wang23,inactivated_3dose_BF7_bti,~,2021-02-01,Inactivated,2,China,NULL
Wang23,inactivated_3dose_BF7_bti,~,2021-08-01,Inactivated,3,China,NULL
