ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,nth_dose,location,section
Iketani22,MOD_2dose,~,2021-01-01,mRNA-1273,1,USA,NULL
Iketani22,MOD_2dose,~,2021-02-01,mRNA-1273,2,USA,NULL
Iketani22,BNT_2dose,~,2021-01-01,BNT162b2,1,USA,NULL
Iketani22,BNT_2dose,~,2021-02-01,BNT162b2,2,USA,NULL
Iketani22,mRNA_3dose,~,2021-01-01,mRNA,1,USA,NULL
Iketani22,mRNA_3dose,~,2021-02-01,mRNA,2,USA,NULL
Iketani22,mRNA_3dose,~,2021-08-01,mRNA,3,USA,NULL
