ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Doria-Rose21,mRNA_VRC,~,2021-01-01,mRNA-1273,1,USA,NULL
Doria-Rose21,mRNA_VRC,~,2021-01-21,mRNA-1273,2,USA,NULL
Doria-Rose21,mRNA_VRC,~,2021-10-18,mRNA-1273,3,USA,NULL
Doria-Rose21,mRNA_Duke,~,2021-01-01,mRNA-1273,1,USA,NULL
Doria-Rose21,mRNA_Duke,~,2021-01-21,mRNA-1273,2,USA,NULL
Doria-Rose21,mRNA_Duke,~,2021-05-21,mRNA-1273,3,USA,NULL
Doria-Rose21,mRNA_VRC_infected,~,2021-01-01,mRNA-1273,1,USA,NULL
Doria-Rose21,mRNA_VRC_infected,~,2021-01-21,mRNA-1273,2,USA,NULL
Doria-Rose21,mRNA_VRC_infected,~,2021-10-18,mRNA-1273,3,USA,NULL
Doria-Rose21,mRNA-1273,~,2021-01-21,mRNA-1273,2,USA,NULL
Doria-Rose21,mRNA-1273,~,2021-08-21,mRNA-1273,3,USA,NULL
Doria-Rose21,mRNA-1273.211,~,2021-01-21,mRNA-1273,2,USA,NULL
Doria-Rose21,mRNA-1273.211,~,2021-08-21,mRNA-1273.211,3,USA,NULL
