ref_name,subject_name,infection_date_cmp,infection_date,infected_var_name,location,section
Aggarwal21,CP_1wave,~,2020-04-01,B.1,Australia,NULL
Aggarwal21,CP_2wave,~,2020-07-01,D.2,Australia,NULL
Aggarwal21,CP_delta_wave,~,2021-07-01,Delta,Australia,NULL
Aggarwal21,VP_1wave_ChAdOx1,~,2020-04-01,B.1,Australia,NULL
Aggarwal21,VP_1wave_BNT162b,~,2020-04-01,B.1,Australia,NULL
Aggarwal21,VP_2wave_BNT162b,~,2020-04-01,D.2,Australia,NULL
Aggarwal21,VP_2wave_ChAdOx1,~,2020-04-01,D.2,Australia,NULL
