ref_name,subject_name,infection_date_cmp,infection_date,infected_var_name,location,immune_status,severity,section
Yisimayi23,BA1_BTI,~,2022-01-13,Omicron/BA.1,China,NULL,NULL,NULL
Yisimayi23,BA2_BTI,~,2022-05-10,Omicron/BA.2,China,NULL,NULL,NULL
Yisimayi23,BA5_BTI,~,2022-08-29,Omicron/BA.5,China,NULL,NULL,NULL
Yisimayi23,BF7_BTI,~,2022-10-13,Omicron/BA.5/R346T,China,NULL,NULL,NULL
Yisimayi23,BA1_BTI_BA5orBF7_inf,~,2022-01-12,Omicron/BA.1,China,NULL,NULL,NULL
Yisimayi23,BA1_BTI_BA5orBF7_inf,~,2022-12-16,Omicron_BA.5_or_BF.7,China,NULL,NULL,NULL
Yisimayi23,BA2_BTI_BA5orBF7_inf,~,2022-05-17,Omicron/BA.2,China,NULL,NULL,NULL
Yisimayi23,BA2_BTI_BA5orBF7_inf,~,2022-12-16,Omicron_BA.5_or_BF.7,China,NULL,NULL,NULL
Yisimayi23,BA1orBA2_inf_BA5orBF7_inf,~,2022-04-26,Omicron/BA.1_or_BA.2,China,NULL,NULL,NULL
Yisimayi23,BA1orBA2_inf_BA5orBF7_inf,~,2022-12-24,Omicron_BA.5_or_BF.7,China,NULL,NULL,NULL
Yisimayi23,BA1_BTI_BA5orBF7_inf_swab,~,2022-01-12,Omicron/BA.1,China,NULL,NULL,NULL
Yisimayi23,BA1_BTI_BA5orBF7_inf_swab,~,2022-12-16,Omicron_BA.5_or_BF.7,China,NULL,NULL,NULL
Yisimayi23,BA2_BTI_BA5orBF7_inf_swab,~,2022-05-07,Omicron/BA.2,China,NULL,NULL,NULL
Yisimayi23,BA2_BTI_BA5orBF7_inf_swab,~,2022-12-16,Omicron_BA.5_or_BF.7,China,NULL,NULL,NULL
Yisimayi23,BA1orBA2_inf_BA5orBF7_inf_swab,~,2022-04-26,Omicron/BA.1_or_BA.2,China,NULL,NULL,NULL
Yisimayi23,BA1orBA2_inf_BA5orBF7_inf_swab,~,2022-12-24,Omicron_BA.5_or_BF.7,China,NULL,NULL,NULL
Yisimayi23,BA1_BTI_8mo,~,2022-01-12,Omicron/BA.1,China,NULL,NULL,NULL
