ref_name,rx_name,subject_name,collection_date,cumulative_group
Falsey21,BNT_55Yr_2nd_D7,BNT162b2_55Yr,2020-08-20,BNT
Falsey21,BNT_55Yr_2nd_1M,BNT162b2_55Yr,2020-09-13,BNT
Falsey21,BNT_55Yr_2nd_8M,BNT162b2_55Yr,2021-04-13,BNT
Falsey21,BNT_55Yr_3rd_D7,BNT162b2_55Yr,2021-04-20,BNT
Falsey21,BNT_55Yr_3rd_1M,BNT162b2_55Yr,2021-05-13,BNT
Falsey21,BNT_65Yr_2nd_D7,BNT162b2_65Yr,2020-08-20,BNT
Falsey21,BNT_65Yr_2nd_1M,BNT162b2_65Yr,2020-09-13,BNT
Falsey21,BNT_65Yr_2nd_8M,BNT162b2_65Yr,2021-04-13,BNT
Falsey21,BNT_65Yr_3rd_D7,BNT162b2_65Yr,2021-04-20,BNT
Falsey21,BNT_65Yr_3rd_1M,BNT162b2_65Yr,2021-05-13,BNT
Falsey21,BNT_55Yr_2nd_1M_test2,BNT162b2_55Yr,2020-09-13,BNT
Falsey21,BNT_55Yr_3rd_1M_test2,BNT162b2_55Yr,2021-05-13,BNT
Falsey21,BNT_65Yr_2nd_1M_test2,BNT162b2_65Yr,2020-09-13,BNT
Falsey21,BNT_65Yr_3rd_1M_test2,BNT162b2_65Yr,2021-05-13,BNT
