ref_name,subject_name,vaccination_date_cmp,vaccination_date,vaccine_name,dosage,location,section
Atmar21,Ad26COV2S_3dose_18to55,~,2021-01-01,Ad26.COV2.S,1,USA,NULL
Atmar21,Ad26COV2S_3dose_18to55,~,2021-02-01,Ad26.COV2.S,2,USA,NULL
Atmar21,Ad26COV2S_3dose_18to55,~,2021-06-04,Ad26.COV2.S,3,USA,NULL
Atmar21,Ad26COV2S_3dose__geq56,~,2021-01-01,Ad26.COV2.S,1,USA,NULL
Atmar21,Ad26COV2S_3dose__geq56,~,2021-02-01,Ad26.COV2.S,2,USA,NULL
Atmar21,Ad26COV2S_3dose__geq56,~,2021-06-04,Ad26.COV2.S,3,USA,NULL
Atmar21,mRNA1273_2dose_Ad26COV2S_1dose_18to55,~,2021-01-01,mRNA-1273,1,USA,NULL
Atmar21,mRNA1273_2dose_Ad26COV2S_1dose_18to55,~,2021-02-01,mRNA-1273,2,USA,NULL
Atmar21,mRNA1273_2dose_Ad26COV2S_1dose_18to55,~,2021-06-16,Ad26.COV2.S,3,USA,NULL
Atmar21,mRNA1273_2dose_Ad26COV2S_1dose__geq56,~,2021-01-01,mRNA-1273,1,USA,NULL
Atmar21,mRNA1273_2dose_Ad26COV2S_1dose__geq56,~,2021-02-01,mRNA-1273,2,USA,NULL
Atmar21,mRNA1273_2dose_Ad26COV2S_1dose__geq56,~,2021-06-16,Ad26.COV2.S,3,USA,NULL
Atmar21,BNT162b2_2dose_Ad26COV2S_1dose_18to55,~,2021-01-01,BNT162b2,1,USA,NULL
Atmar21,BNT162b2_2dose_Ad26COV2S_1dose_18to55,~,2021-02-01,BNT162b2,2,USA,NULL
Atmar21,BNT162b2_2dose_Ad26COV2S_1dose_18to55,~,2021-06-21,Ad26.COV2.S,3,USA,NULL
Atmar21,BNT162b2_2dose_Ad26COV2S_1dose__geq56,~,2021-01-01,BNT162b2,1,USA,NULL
Atmar21,BNT162b2_2dose_Ad26COV2S_1dose__geq56,~,2021-02-01,BNT162b2,2,USA,NULL
Atmar21,BNT162b2_2dose_Ad26COV2S_1dose__geq56,~,2021-06-21,Ad26.COV2.S,3,USA,NULL
Atmar21,Ad26COV2S_2dose_BNT162b2_1dose_18to55,~,2021-01-01,Ad26.COV2.S,1,USA,NULL
Atmar21,Ad26COV2S_2dose_BNT162b2_1dose_18to55,~,2021-02-01,Ad26.COV2.S,2,USA,NULL
Atmar21,Ad26COV2S_2dose_BNT162b2_1dose_18to55,~,2021-06-20,BNT162b2,3,USA,NULL
Atmar21,Ad26COV2S_2dose_BNT162b2_1dose__geq56,~,2021-01-01,Ad26.COV2.S,1,USA,NULL
Atmar21,Ad26COV2S_2dose_BNT162b2_1dose__geq56,~,2021-02-01,Ad26.COV2.S,2,USA,NULL
Atmar21,Ad26COV2S_2dose_BNT162b2_1dose__geq56,~,2021-06-20,BNT162b2,3,USA,NULL
Atmar21,mRNA1273_2dose_BNT162b2_1dose_18to55,~,2021-01-01,mRNA-1273,1,USA,NULL
Atmar21,mRNA1273_2dose_BNT162b2_1dose_18to55,~,2021-02-01,mRNA-1273,2,USA,NULL
Atmar21,mRNA1273_2dose_BNT162b2_1dose_18to55,~,2021-07-11,BNT162b2,3,USA,NULL
Atmar21,mRNA1273_2dose_BNT162b2_1dose__geq56,~,2021-01-01,mRNA-1273,1,USA,NULL
Atmar21,mRNA1273_2dose_BNT162b2_1dose__geq56,~,2021-02-01,mRNA-1273,2,USA,NULL
Atmar21,mRNA1273_2dose_BNT162b2_1dose__geq56,~,2021-07-11,BNT162b2,3,USA,NULL
Atmar21,BNT162b2_3dose_18to55,~,2021-01-01,BNT162b2,1,USA,NULL
Atmar21,BNT162b2_3dose_18to55,~,2021-02-01,BNT162b2,2,USA,NULL
Atmar21,BNT162b2_3dose_18to55,~,2021-07-19,BNT162b2,3,USA,NULL
Atmar21,BNT162b2_3dose__geq56,~,2021-01-01,BNT162b2,1,USA,NULL
Atmar21,BNT162b2_3dose__geq56,~,2021-02-01,BNT162b2,2,USA,NULL
Atmar21,BNT162b2_3dose__geq56,~,2021-07-19,BNT162b2,3,USA,NULL
